Date of analysis,Country,Total country population,Level 1,Current from,Current to,Population analyzed current,Phase 3+ number current,Phase 3+ percentage current,Phase 1 number current,Phase 1 percentage current,Phase 2 number current,Phase 2 percentage current,Phase 3 number current,Phase 3 percentage current,Phase 4 number current,Phase 4 percentage current,Phase 5 number current,Phase 5 percentage current,First projection from,First projection to,Population analyzed first projection,Phase 3+ number first projection,Phase 3+ percentage first projection,Phase 1 number first projection,Phase 1 percentage first projection,Phase 2 number first projection,Phase 2 percentage first projection,Phase 3 number first projection,Phase 3 percentage first projection,Phase 4 number first projection,Phase 4 percentage first projection,Phase 5 number first projection,Phase 5 percentage first projection,Second projection from,Second projection to,Population analyzed second projection,Phase 3+ number second projection,Phase 3+ percentage second projection,Phase 1 number second projection,Phase 1 percentage second projection,Phase 2 number second projection,Phase 2 percentage second projection,Phase 3 number second projection,Phase 3 percentage second projection,Phase 4 number second projection,Phase 4 percentage second projection,Phase 5 number second projection,Phase 5 percentage second projection,admin1_normalized,analysis_date
Nov 2024,LBN,5574517,Jezzine,2024-10-01,2024-11-30,37787.0,2426.0,0.06,12689.0,0.34,22672.0,0.6,2426.0,0.06,0.0,0.0,0.0,0.0,2024-12-01,2025-03-31,31676.0,2001.0,0.06,10670.0,0.34,19006.0,0.6,2001.0,0.06,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Jezzine,2024-11-01
Nov 2024,LBN,5574517,Bent jbell,2024-10-01,2024-11-30,,,,,,,,,,,,,,2024-12-01,2025-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bent jbell,2024-11-01
Nov 2024,LBN,5574517,West bekaa,2024-10-01,2024-11-30,161049.0,48841.0,0.3,27395.0,0.17,84814.0,0.53,40262.0,0.25,8578.0,0.05,0.0,0.0,2024-12-01,2025-03-31,158078.0,51894.0,0.33,22675.0,0.14,83510.0,0.53,47423.0,0.3,4471.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,Bekaa,2024-11-01
Nov 2024,LBN,5574517,Zgharta,2024-10-01,2024-11-30,111082.0,20736.0,0.19,39002.0,0.35,51345.0,0.46,20736.0,0.19,0.0,0.0,0.0,0.0,2024-12-01,2025-03-31,97741.0,18347.0,0.19,34182.0,0.35,45212.0,0.46,18347.0,0.19,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Zgharta,2024-11-01
Nov 2024,LBN,5574517,Rachaya,2024-10-01,2024-11-30,44123.0,10976.0,0.24,11624.0,0.26,21524.0,0.49,9900.0,0.22,1076.0,0.02,0.0,0.0,2024-12-01,2025-03-31,41700.0,10290.0,0.24,11048.0,0.26,20363.0,0.49,9315.0,0.22,975.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,Rachaya,2024-11-01
Nov 2024,LBN,5574517,Saida,2024-10-01,2024-11-30,281010.0,90450.0,0.32,61032.0,0.22,129528.0,0.46,87377.0,0.31,3074.0,0.01,0.0,0.0,2024-12-01,2025-03-31,340912.0,92609.0,0.27,77847.0,0.23,170456.0,0.5,88919.0,0.26,3691.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,South,2024-11-01
Nov 2024,LBN,5574517,Beirut,2024-10-01,2024-11-30,379467.0,100961.0,0.27,142645.0,0.38,135861.0,0.36,100961.0,0.27,0.0,0.0,0.0,0.0,2024-12-01,2025-03-31,304639.0,65404.0,0.21,115141.0,0.38,124094.0,0.41,65404.0,0.21,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Beirut,2024-11-01
Nov 2024,LBN,5574517,Kesrwane,2024-10-01,2024-11-30,274840.0,28884.0,0.11,145563.0,0.53,100393.0,0.37,28884.0,0.11,0.0,0.0,0.0,0.0,2024-12-01,2025-03-31,255733.0,15143.0,0.06,135941.0,0.53,104649.0,0.41,15143.0,0.06,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Mount Lebanon,2024-11-01
Nov 2024,LBN,5574517,Bcharre,2024-10-01,2024-11-30,23871.0,1507.0,0.06,11308.0,0.47,11056.0,0.46,1507.0,0.06,0.0,0.0,0.0,0.0,2024-12-01,2025-03-31,22959.0,1336.0,0.06,10915.0,0.48,10708.0,0.47,1336.0,0.06,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Bcharre,2024-11-01
Nov 2024,LBN,5574517,Baabda,2024-10-01,2024-11-30,475699.0,138005.0,0.29,141054.0,0.3,196640.0,0.41,114220.0,0.24,23785.0,0.05,0.0,0.0,2024-12-01,2025-03-31,539452.0,156464.0,0.29,160007.0,0.3,222981.0,0.41,129491.0,0.24,26973.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,Mount Lebanon,2024-11-01
Nov 2024,LBN,5574517,Baalbek,2024-10-01,2024-11-30,343169.0,170663.0,0.5,35238.0,0.1,137268.0,0.4,102029.0,0.3,68634.0,0.2,0.0,0.0,2024-12-01,2025-03-31,377614.0,188020.0,0.5,38549.0,0.1,151046.0,0.4,150258.0,0.4,37761.0,0.1,0.0,0.0,,,,,,,,,,,,,,,,Baalbek,2024-11-01
Nov 2024,LBN,5574517,El meten,2024-10-01,2024-11-30,505016.0,83278.0,0.16,237458.0,0.47,184281.0,0.36,83278.0,0.16,0.0,0.0,0.0,0.0,2024-12-01,2025-03-31,470457.0,53550.0,0.11,242491.0,0.52,174416.0,0.37,53550.0,0.11,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Mount Lebanon,2024-11-01
Nov 2024,LBN,5574517,El nabatieh,2024-10-01,2024-11-30,82173.0,41906.0,0.51,7398.0,0.09,32869.0,0.4,29580.0,0.36,12326.0,0.15,0.0,0.0,2024-12-01,2025-03-31,439482.0,223754.0,0.51,57897.0,0.13,157831.0,0.36,179806.0,0.41,43948.0,0.1,0.0,0.0,,,,,,,,,,,,,,,,El Nabatieh,2024-11-01
Nov 2024,LBN,5574517,Hasbaya,2024-10-01,2024-11-30,24142.0,5258.0,0.22,6813.0,0.28,12071.0,0.5,5258.0,0.22,0.0,0.0,0.0,0.0,2024-12-01,2025-03-31,25411.0,5542.0,0.22,7163.0,0.28,12706.0,0.5,5542.0,0.22,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Hasbaya,2024-11-01
Nov 2024,LBN,5574517,Sour,2024-10-01,2024-11-30,,,,,,,,,,,,,,2024-12-01,2025-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,2024-11-01
Nov 2024,LBN,5574517,El batroun,2024-10-01,2024-11-30,78283.0,5869.0,0.07,37192.0,0.48,35222.0,0.45,5869.0,0.07,0.0,0.0,0.0,0.0,2024-12-01,2025-03-31,71973.0,5432.0,0.08,34085.0,0.47,32456.0,0.45,5432.0,0.08,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,El batroun,2024-11-01
Nov 2024,LBN,5574517,Zahle,2024-10-01,2024-11-30,392865.0,153268.0,0.39,78489.0,0.2,161108.0,0.41,129662.0,0.33,23606.0,0.06,0.0,0.0,2024-12-01,2025-03-31,365451.0,143309.0,0.39,71785.0,0.2,150357.0,0.41,120860.0,0.33,22449.0,0.06,0.0,0.0,,,,,,,,,,,,,,,,Bekaa,2024-11-01
Mar 2024,LBN,5574488,Akkar,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,454531.0,166918.0,0.37,75242.0,0.17,212371.0,0.47,144192.0,0.32,22727.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,Akkar,2024-03-01
Mar 2024,LBN,5574488,El minieh-dennie,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,198758.0,67297.0,0.34,32082.0,0.16,99379.0,0.5,57359.0,0.29,9938.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,North,2024-03-01
Mar 2024,LBN,5574488,Jezzine,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,31343.0,1985.0,0.06,10552.0,0.34,18806.0,0.6,1985.0,0.06,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Jezzine,2024-03-01
Mar 2024,LBN,5574488,El hermel,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,41883.0,13222.0,0.32,8498.0,0.2,20162.0,0.48,13222.0,0.32,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,El hermel,2024-03-01
Mar 2024,LBN,5574488,El nabatieh,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,178364.0,38853.0,0.22,66575.0,0.37,72936.0,0.41,38853.0,0.22,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,El Nabatieh,2024-03-01
Mar 2024,LBN,5574488,Marjaayoun,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,79882.0,20738.0,0.26,23197.0,0.29,35947.0,0.45,20738.0,0.26,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Marjaayoun,2024-03-01
Mar 2024,LBN,5574488,El koura,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,94659.0,10290.0,0.11,40661.0,0.43,43708.0,0.46,10290.0,0.11,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,El koura,2024-03-01
Mar 2024,LBN,5574488,Aley,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,298623.0,38657.0,0.13,110655.0,0.37,149312.0,0.5,38657.0,0.13,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Mount Lebanon,2024-03-01
Mar 2024,LBN,5574488,Beirut,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,271090.0,44162.0,0.16,128549.0,0.47,98380.0,0.36,44162.0,0.16,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Beirut,2024-03-01
Mar 2024,LBN,5574488,Baabda,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,570474.0,137367.0,0.24,196930.0,0.35,236177.0,0.41,136675.0,0.24,692.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Mount Lebanon,2024-03-01
Mar 2024,LBN,5574488,El meten,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,447796.0,55153.0,0.12,233322.0,0.52,159322.0,0.36,55153.0,0.12,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Mount Lebanon,2024-03-01
Mar 2024,LBN,5574488,Baalbek,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,381417.0,133122.0,0.35,67308.0,0.18,180986.0,0.47,114052.0,0.3,19071.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,Baalbek,2024-03-01
Mar 2024,LBN,5574488,Bcharre,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,22910.0,1354.0,0.06,10831.0,0.47,10726.0,0.47,1354.0,0.06,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Bcharre,2024-03-01
Mar 2024,LBN,5574488,Bent jbell,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,97851.0,19570.0,0.2,29355.0,0.3,48926.0,0.5,19570.0,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Bent jbell,2024-03-01
Mar 2024,LBN,5574488,Tripoli,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,278560.0,93233.0,0.33,73903.0,0.27,111424.0,0.4,79305.0,0.28,13928.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,North,2024-03-01
Mar 2024,LBN,5574488,Chouf,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,275751.0,34402.0,0.12,110434.0,0.4,130915.0,0.47,34402.0,0.12,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Mount Lebanon,2024-03-01
Mar 2024,LBN,5574488,Hasbaya,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,31248.0,4962.0,0.16,11676.0,0.37,14611.0,0.47,4962.0,0.16,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Hasbaya,2024-03-01
Mar 2024,LBN,5574488,El batroun,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,71612.0,5406.0,0.08,33909.0,0.47,32296.0,0.45,5406.0,0.08,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,El batroun,2024-03-01
Mar 2024,LBN,5574488,Jbeil,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,126515.0,7408.0,0.06,73203.0,0.58,45904.0,0.36,7408.0,0.06,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Mount Lebanon,2024-03-01
Mar 2024,LBN,5574488,Kesrwane,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,250720.0,3030.0,0.01,145382.0,0.58,102308.0,0.41,3030.0,0.01,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Mount Lebanon,2024-03-01
Mar 2024,LBN,5574488,Rachaya,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,42193.0,8943.0,0.21,13199.0,0.31,20051.0,0.48,8943.0,0.21,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Rachaya,2024-03-01
Mar 2024,LBN,5574488,Saida,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,291524.0,70675.0,0.24,89664.0,0.31,131186.0,0.45,65431.0,0.22,5244.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,South,2024-03-01
Mar 2024,LBN,5574488,Sour,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,260203.0,57217.0,0.22,82738.0,0.32,120248.0,0.46,57217.0,0.22,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,South,2024-03-01
Mar 2024,LBN,5574488,West bekaa,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,163461.0,38864.0,0.24,46259.0,0.28,78339.0,0.48,38864.0,0.24,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Bekaa,2024-03-01
Mar 2024,LBN,5574488,Zahle,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,386025.0,126410.0,0.33,73603.0,0.19,186013.0,0.48,114109.0,0.3,12301.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,Bekaa,2024-03-01
Mar 2024,LBN,5574488,Zgharta,,,,,,,,,,,,,,,,2024-04-01,2024-09-30,96580.0,18006.0,0.19,33939.0,0.35,44634.0,0.46,18006.0,0.19,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Zgharta,2024-03-01
Oct 2023,LBN,5575680,Aley,2023-10-01,2024-03-31,298623.0,34260.0,0.11,110655.0,0.37,153709.0,0.51,34260.0,0.11,0.0,0.0,0.0,0.0,2024-04-01,2024-09-30,298623.0,38657.0,0.13,110655.0,0.37,149312.0,0.5,38657.0,0.13,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Mount Lebanon,2023-10-01
Oct 2023,LBN,5575680,Zgharta,2023-10-01,2024-03-31,96580.0,16833.0,0.17,33939.0,0.35,45807.0,0.47,16833.0,0.17,0.0,0.0,0.0,0.0,2024-04-01,2024-09-30,96580.0,18006.0,0.19,33939.0,0.35,44634.0,0.46,18006.0,0.19,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Zgharta,2023-10-01
Oct 2023,LBN,5575680,Akkar,2023-10-01,2024-03-31,454531.0,144192.0,0.32,75242.0,0.17,235098.0,0.52,121465.0,0.27,22727.0,0.05,0.0,0.0,2024-04-01,2024-09-30,454531.0,152024.0,0.33,75242.0,0.17,227266.0,0.5,129297.0,0.28,22727.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,Akkar,2023-10-01
Oct 2023,LBN,5575680,Tripoli,2023-10-01,2024-03-31,278560.0,76403.0,0.27,73903.0,0.27,128254.0,0.46,62475.0,0.22,13928.0,0.05,0.0,0.0,2024-04-01,2024-09-30,278560.0,80264.0,0.29,73903.0,0.27,124393.0,0.45,66336.0,0.24,13928.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,North,2023-10-01
Oct 2023,LBN,5575680,Beirut,2023-10-01,2024-03-31,271090.0,40664.0,0.15,140354.0,0.52,90072.0,0.33,40664.0,0.15,0.0,0.0,0.0,0.0,2024-04-01,2024-09-30,271090.0,44162.0,0.16,128549.0,0.47,98380.0,0.36,44162.0,0.16,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Beirut,2023-10-01
Oct 2023,LBN,5575680,Chouf,2023-10-01,2024-03-31,275751.0,30989.0,0.11,110434.0,0.4,134328.0,0.49,30989.0,0.11,0.0,0.0,0.0,0.0,2024-04-01,2024-09-30,275751.0,34402.0,0.12,110434.0,0.4,130915.0,0.47,34402.0,0.12,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Mount Lebanon,2023-10-01
Oct 2023,LBN,5575680,Kesrwane,2023-10-01,2024-03-31,250720.0,2020.0,0.01,156907.0,0.63,91792.0,0.37,2020.0,0.01,0.0,0.0,0.0,0.0,2024-04-01,2024-09-30,250720.0,2020.0,0.01,156907.0,0.63,91792.0,0.37,2020.0,0.01,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Mount Lebanon,2023-10-01
Oct 2023,LBN,5575680,Baalbek,2023-10-01,2024-03-31,381417.0,104780.0,0.27,67308.0,0.18,209329.0,0.55,85709.0,0.22,19071.0,0.05,0.0,0.0,2024-04-01,2024-09-30,381417.0,123477.0,0.32,67308.0,0.18,190632.0,0.5,114052.0,0.3,9426.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,Baalbek,2023-10-01
Oct 2023,LBN,5575680,Baabda,2023-10-01,2024-03-31,570474.0,101547.0,0.18,217466.0,0.38,251461.0,0.44,100855.0,0.18,692.0,0.0,0.0,0.0,2024-04-01,2024-09-30,570474.0,116831.0,0.2,217466.0,0.38,236177.0,0.41,116139.0,0.2,692.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Mount Lebanon,2023-10-01
Oct 2023,LBN,5575680,Saida,2023-10-01,2024-03-31,291524.0,66551.0,0.23,89664.0,0.31,135309.0,0.46,61308.0,0.21,5244.0,0.02,0.0,0.0,2024-04-01,2024-09-30,291524.0,70675.0,0.24,89664.0,0.31,131186.0,0.45,65431.0,0.22,5244.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,South,2023-10-01
Oct 2023,LBN,5575680,Hasbaya,2023-10-01,2024-03-31,31248.0,3399.0,0.11,12964.0,0.41,14885.0,0.48,3399.0,0.11,0.0,0.0,0.0,0.0,2024-04-01,2024-09-30,31248.0,3399.0,0.11,11676.0,0.37,16173.0,0.52,3399.0,0.11,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Hasbaya,2023-10-01
Oct 2023,LBN,5575680,West bekaa,2023-10-01,2024-03-31,163461.0,35472.0,0.22,46259.0,0.28,81731.0,0.5,35472.0,0.22,0.0,0.0,0.0,0.0,2024-04-01,2024-09-30,163461.0,40253.0,0.25,46259.0,0.28,76949.0,0.47,40253.0,0.25,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Bekaa,2023-10-01
Oct 2023,LBN,5575680,El koura,2023-10-01,2024-03-31,94659.0,9178.0,0.1,40661.0,0.43,44819.0,0.47,9178.0,0.1,0.0,0.0,0.0,0.0,2024-04-01,2024-09-30,94659.0,10290.0,0.11,40661.0,0.43,43708.0,0.46,10290.0,0.11,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,El koura,2023-10-01
Oct 2023,LBN,5575680,El batroun,2023-10-01,2024-03-31,71612.0,5406.0,0.08,33909.0,0.47,32296.0,0.45,5406.0,0.08,0.0,0.0,0.0,0.0,2024-04-01,2024-09-30,71612.0,5406.0,0.08,33909.0,0.47,32296.0,0.45,5406.0,0.08,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,El batroun,2023-10-01
Oct 2023,LBN,5575680,Bcharre,2023-10-01,2024-03-31,22916.0,1354.0,0.06,10834.0,0.47,10728.0,0.47,1354.0,0.06,0.0,0.0,0.0,0.0,2024-04-01,2024-09-30,22910.0,1354.0,0.06,10831.0,0.47,10726.0,0.47,1354.0,0.06,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Bcharre,2023-10-01
Oct 2023,LBN,5575680,Zahle,2023-10-01,2024-03-31,386031.0,107110.0,0.28,73605.0,0.19,205317.0,0.53,107110.0,0.28,0.0,0.0,0.0,0.0,2024-04-01,2024-09-30,386025.0,119410.0,0.31,73603.0,0.19,193013.0,0.5,119410.0,0.31,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Bekaa,2023-10-01
Oct 2023,LBN,5575680,Jezzine,2023-10-01,2024-03-31,31343.0,1776.0,0.06,10552.0,0.34,19015.0,0.61,1776.0,0.06,0.0,0.0,0.0,0.0,2024-04-01,2024-09-30,31343.0,1985.0,0.06,10552.0,0.34,18806.0,0.6,1985.0,0.06,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Jezzine,2023-10-01
Oct 2023,LBN,5575680,Jbeil,2023-10-01,2024-03-31,126515.0,6867.0,0.05,73203.0,0.58,46445.0,0.37,6867.0,0.05,0.0,0.0,0.0,0.0,2024-04-01,2024-09-30,126515.0,6867.0,0.05,73203.0,0.58,46445.0,0.37,6867.0,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Mount Lebanon,2023-10-01
Oct 2023,LBN,5575680,Sour,2023-10-01,2024-03-31,260203.0,40168.0,0.15,82738.0,0.32,137297.0,0.53,40168.0,0.15,0.0,0.0,0.0,0.0,2024-04-01,2024-09-30,260203.0,42187.0,0.16,82738.0,0.32,135278.0,0.52,42187.0,0.16,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,South,2023-10-01
Oct 2023,LBN,5575680,Marjaayoun,2023-10-01,2024-03-31,79882.0,16744.0,0.21,23197.0,0.29,39941.0,0.5,16744.0,0.21,0.0,0.0,0.0,0.0,2024-04-01,2024-09-30,79882.0,16744.0,0.21,23197.0,0.29,39941.0,0.5,16744.0,0.21,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Marjaayoun,2023-10-01
Oct 2023,LBN,5575680,El minieh-dennie,2023-10-01,2024-03-31,198758.0,57359.0,0.29,32082.0,0.16,109317.0,0.55,47421.0,0.24,9938.0,0.05,0.0,0.0,2024-04-01,2024-09-30,198758.0,61193.0,0.31,32082.0,0.16,105482.0,0.53,51256.0,0.26,9938.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,North,2023-10-01
Oct 2023,LBN,5575680,El meten,2023-10-01,2024-03-31,447796.0,49966.0,0.11,233322.0,0.52,164508.0,0.37,49966.0,0.11,0.0,0.0,0.0,0.0,2024-04-01,2024-09-30,447796.0,52559.0,0.12,233322.0,0.52,161915.0,0.36,52559.0,0.12,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Mount Lebanon,2023-10-01
Oct 2023,LBN,5575680,Bent jbell,2023-10-01,2024-03-31,97851.0,14678.0,0.15,29355.0,0.3,53818.0,0.55,14678.0,0.15,0.0,0.0,0.0,0.0,2024-04-01,2024-09-30,97851.0,14678.0,0.15,29355.0,0.3,53818.0,0.55,14678.0,0.15,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Bent jbell,2023-10-01
Oct 2023,LBN,5575680,Rachaya,2023-10-01,2024-03-31,42193.0,7897.0,0.19,13199.0,0.31,21097.0,0.5,7897.0,0.19,0.0,0.0,0.0,0.0,2024-04-01,2024-09-30,42193.0,8420.0,0.2,13199.0,0.31,20574.0,0.49,8420.0,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Rachaya,2023-10-01
Oct 2023,LBN,5575680,El nabatieh,2023-10-01,2024-03-31,178364.0,28345.0,0.16,66575.0,0.37,83444.0,0.47,28345.0,0.16,0.0,0.0,0.0,0.0,2024-04-01,2024-09-30,178364.0,29935.0,0.17,66575.0,0.37,81854.0,0.46,29935.0,0.17,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,El Nabatieh,2023-10-01
Oct 2023,LBN,5575680,El hermel,2023-10-01,2024-03-31,41883.0,10349.0,0.25,8498.0,0.2,23036.0,0.55,9692.0,0.23,658.0,0.02,0.0,0.0,2024-04-01,2024-09-30,41883.0,11007.0,0.27,8498.0,0.2,22378.0,0.53,10349.0,0.25,658.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,El hermel,2023-10-01
May 2023,LBN,5800000,El meten,2023-05-01,2023-10-31,447796.0,72356.0,0.16,191135.0,0.43,184305.0,0.41,72356.0,0.16,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mount Lebanon,2023-05-01
May 2023,LBN,5800000,Aley,2023-05-01,2023-10-31,298623.0,43054.0,0.14,106257.0,0.36,149312.0,0.5,43054.0,0.14,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mount Lebanon,2023-05-01
May 2023,LBN,5800000,Kesrwane,2023-05-01,2023-10-31,250720.0,26082.0,0.1,97258.0,0.39,127380.0,0.51,26082.0,0.1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mount Lebanon,2023-05-01
May 2023,LBN,5800000,Baabda,2023-05-01,2023-10-31,556642.0,98089.0,0.18,221304.0,0.4,237249.0,0.43,98089.0,0.18,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mount Lebanon,2023-05-01
May 2023,LBN,5800000,Jezzine,2023-05-01,2023-10-31,31343.0,5119.0,0.16,13059.0,0.42,13164.0,0.42,5119.0,0.16,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jezzine,2023-05-01
May 2023,LBN,5800000,El nabatieh,2023-05-01,2023-10-31,178364.0,37263.0,0.21,51919.0,0.29,89182.0,0.5,35673.0,0.2,1590.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Nabatieh,2023-05-01
May 2023,LBN,5800000,Baalbek,2023-05-01,2023-10-31,379879.0,151655.0,0.4,47633.0,0.13,180591.0,0.48,132661.0,0.35,18994.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baalbek,2023-05-01
May 2023,LBN,5800000,West bekaa,2023-05-01,2023-10-31,163461.0,63383.0,0.39,42867.0,0.26,57211.0,0.35,55210.0,0.34,8173.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bekaa,2023-05-01
May 2023,LBN,5800000,El koura,2023-05-01,2023-10-31,94659.0,22266.0,0.24,26175.0,0.28,46218.0,0.49,17533.0,0.19,4733.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El koura,2023-05-01
May 2023,LBN,5800000,Hasbaya,2023-05-01,2023-10-31,31248.0,7538.0,0.24,9649.0,0.31,14062.0,0.45,6250.0,0.2,1288.0,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasbaya,2023-05-01
May 2023,LBN,5800000,Zahle,2023-05-01,2023-10-31,386031.0,152713.0,0.4,66604.0,0.17,166714.0,0.43,133412.0,0.35,19302.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bekaa,2023-05-01
May 2023,LBN,5800000,Beirut,2023-05-01,2023-10-31,271090.0,54218.0,0.2,91383.0,0.34,125489.0,0.46,54218.0,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beirut,2023-05-01
May 2023,LBN,5800000,Saida,2023-05-01,2023-10-31,269118.0,59830.0,0.22,101641.0,0.38,107647.0,0.4,59830.0,0.22,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,2023-05-01
May 2023,LBN,5800000,Bent jbell,2023-05-01,2023-10-31,97851.0,24463.0,0.25,24463.0,0.25,48926.0,0.5,23809.0,0.24,654.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bent jbell,2023-05-01
