Country Name,Country Code,Series Name,Series Code,YearLabel,Value,Year
Lebanon,LBN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2013 [YR2013],1507.5,2013
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,2013 [YR2013],46880103080.597015,2013
Jordan,JOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2013 [YR2013],4.824623142695372,2013
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2013 [YR2013],4311.219167130379,2013
Jordan,JOR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2013 [YR2013],0.71,2013
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,2013 [YR2013],34454440140.84507,2013
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2013 [YR2013],9.46971981064921,2013
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,2013 [YR2013],3025.525635524481,2013
"Egypt, Arab Rep.",EGY,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2013 [YR2013],6.870324999999998,2013
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,2013 [YR2013],288434108527.1318,2013
Syrian Arab Republic,SYR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2013 [YR2013],40.03183782907232,2013
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,2013 [YR2013],985.8926692270542,2013
Syrian Arab Republic,SYR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2013 [YR2013],108.733333333333,2013
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,2013 [YR2013],21361254635.05104,2013
Saudi Arabia,SAU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2013 [YR2013],3.511042097998568,2013
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,2013 [YR2013],27865.465604962024,2013
Saudi Arabia,SAU,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2013 [YR2013],3.75,2013
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,2013 [YR2013],769755733333.3334,2013
United Arab Emirates,ARE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2013 [YR2013],1.101118363757104,2013
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,2013 [YR2013],53247.24094954414,2013
United Arab Emirates,ARE,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2013 [YR2013],3.6725,2013
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2013 [YR2013],409632675289.3125,2013
Lebanon,LBN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014 [YR2014],1.854604213409097,2014
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,2014 [YR2014],7577.641330236905,2014
Lebanon,LBN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2014 [YR2014],1507.5,2014
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,2014 [YR2014],48095213746.600334,2014
Jordan,JOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014 [YR2014],2.89947905006057,2014
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014 [YR2014],4191.180500849864,2014
Jordan,JOR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2014 [YR2014],0.71,2014
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,2014 [YR2014],36847643521.12676,2014
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014 [YR2014],10.0702154687481,2014
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,2014 [YR2014],3133.391022655408,2014
"Egypt, Arab Rep.",EGY,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2014 [YR2014],7.077608560606062,2014
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,2014 [YR2014],305595408895.26544,2014
Syrian Arab Republic,SYR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014 [YR2014],10.92711418042969,2014
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014 [YR2014],1060.5910588685424,2014
Syrian Arab Republic,SYR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2014 [YR2014],154.13,2014
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,2014 [YR2014],21502061465.94976,2014
Saudi Arabia,SAU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014 [YR2014],2.241853487790634,2014
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,2014 [YR2014],27805.48503194224,2014
Saudi Arabia,SAU,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2014 [YR2014],3.75,2014
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,2014 [YR2014],787153066666.6666,2014
United Arab Emirates,ARE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014 [YR2014],2.346268656716426,2014
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,2014 [YR2014],52725.23584079344,2014
United Arab Emirates,ARE,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2014 [YR2014],3.6725,2014
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2014 [YR2014],424935874744.7243,2014
Lebanon,LBN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2015 [YR2015],-3.749145247996286,2015
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,2015 [YR2015],7714.109999880404,2015
Lebanon,LBN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2015 [YR2015],1507.5,2015
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,2015 [YR2015],49929337836.81592,2015
Jordan,JOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2015 [YR2015],-0.876851359704049,2015
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2015 [YR2015],4042.756780975546,2015
Jordan,JOR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2015 [YR2015],0.71,2015
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,2015 [YR2015],38587017887.32394,2015
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2015 [YR2015],10.370490343517,2015
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,2015 [YR2015],3306.981594141408,2015
"Egypt, Arab Rep.",EGY,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2015 [YR2015],7.691258333333335,2015
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,2015 [YR2015],329366576819.407,2015
Syrian Arab Republic,SYR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2015 [YR2015],38.46114295997329,2015
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,2015 [YR2015],847.7316319425646,2015
Syrian Arab Republic,SYR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2015 [YR2015],237.029166666667,2015
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,2015 [YR2015],16466863117.000916,2015
Saudi Arabia,SAU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2015 [YR2015],1.222693185523368,2015
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,2015 [YR2015],23256.154955353068,2015
Saudi Arabia,SAU,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2015 [YR2015],3.75,2015
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,2015 [YR2015],693414400000.0,2015
United Arab Emirates,ARE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2015 [YR2015],4.069966083615932,2015
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,2015 [YR2015],44910.33499552302,2015
United Arab Emirates,ARE,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2015 [YR2015],3.6725,2015
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2015 [YR2015],381973042886.31726,2015
Lebanon,LBN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2016 [YR2016],-0.7833596243615077,2016
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,2016 [YR2016],8089.012088155,2016
Lebanon,LBN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2016 [YR2016],1507.5,2016
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,2016 [YR2016],51147308774.12936,2016
Jordan,JOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2016 [YR2016],-0.7784304630541418,2016
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2016 [YR2016],3986.7167701085286,2016
Jordan,JOR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2016 [YR2016],0.71,2016
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,2016 [YR2016],39892551126.76057,2016
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2016 [YR2016],13.81360621482898,2016
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,2016 [YR2016],3270.628776819699,2016
"Egypt, Arab Rep.",EGY,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2016 [YR2016],10.02540078854647,2016
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,2016 [YR2016],332441717791.411,2016
Syrian Arab Republic,SYR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2016 [YR2016],47.70516152989234,2016
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,2016 [YR2016],656.3490586313004,2016
Syrian Arab Republic,SYR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2016 [YR2016],460.275833333333,2016
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,2016 [YR2016],12597854877.425447,2016
Saudi Arabia,SAU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2016 [YR2016],2.05347076823965,2016
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,2016 [YR2016],22267.721705038737,2016
Saudi Arabia,SAU,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2016 [YR2016],3.75,2016
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,2016 [YR2016],689279466666.6666,2016
United Arab Emirates,ARE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2016 [YR2016],1.617488089041977,2016
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,2016 [YR2016],42721.09993831847,2016
United Arab Emirates,ARE,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2016 [YR2016],3.6725,2016
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2016 [YR2016],381717086453.3696,2016
Lebanon,LBN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2017 [YR2017],4.321352183031908,2017
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,2017 [YR2017],8608.21084982387,2017
Lebanon,LBN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2017 [YR2017],1507.5,2017
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,2017 [YR2017],53027680685.90382,2017
Jordan,JOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2017 [YR2017],3.323894475760973,2017
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2017 [YR2017],4065.6162874938423,2017
Jordan,JOR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2017 [YR2017],0.71,2017
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,2017 [YR2017],41608435915.49296,2017
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2017 [YR2017],29.50660839400387,2017
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,2017 [YR2017],2395.1033329949128,2017
"Egypt, Arab Rep.",EGY,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2017 [YR2017],17.78253351506358,2017
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,2017 [YR2017],248362771739.13043,2017
Syrian Arab Republic,SYR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2017 [YR2017],18.07526962817711,2017
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,2017 [YR2017],851.5020052541528,2017
Syrian Arab Republic,SYR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2017 [YR2017],492.610833333333,2017
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,2017 [YR2017],16369843352.345345,2017
Saudi Arabia,SAU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2017 [YR2017],-0.8348457350272463,2017
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,2017 [YR2017],23929.290713598155,2017
Saudi Arabia,SAU,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2017 [YR2017],3.75,2017
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,2017 [YR2017],741266133333.3334,2017
United Arab Emirates,ARE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2017 [YR2017],1.96682557818842,2017
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,2017 [YR2017],43733.61922874352,2017
United Arab Emirates,ARE,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2017 [YR2017],3.6725,2017
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2017 [YR2017],403365010211.028,2017
Lebanon,LBN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018 [YR2018],6.076989078896069,2018
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,2018 [YR2018],9174.536662047589,2018
Lebanon,LBN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2018 [YR2018],1507.5,2018
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,2018 [YR2018],54901519155.55556,2018
Jordan,JOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018 [YR2018],4.462311084754812,2018
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2018 [YR2018],4145.439896732647,2018
Jordan,JOR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2018 [YR2018],0.71,2018
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,2018 [YR2018],43370860704.22536,2018
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018 [YR2018],14.40146578074216,2018
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,2018 [YR2018],2484.7031563050828,2018
"Egypt, Arab Rep.",EGY,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2018 [YR2018],17.76729042181069,2018
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,2018 [YR2018],262588632526.73044,2018
Syrian Arab Republic,SYR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018 [YR2018],0.9409838439067688,2018
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,2018 [YR2018],1098.0668642356993,2018
Syrian Arab Republic,SYR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2018 [YR2018],436.5,2018
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,2018 [YR2018],21497782867.642567,2018
Saudi Arabia,SAU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018 [YR2018],2.465943089948433,2018
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,2018 [YR2018],29360.065896856635,2018
Saudi Arabia,SAU,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2018 [YR2018],3.75,2018
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,2018 [YR2018],886564800000.0,2018
United Arab Emirates,ARE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018 [YR2018],3.068633792519967,2018
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,2018 [YR2018],47135.35919439715,2018
United Arab Emirates,ARE,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2018 [YR2018],3.6725,2018
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2018 [YR2018],440560108917.63104,2018
Lebanon,LBN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019 [YR2019],3.005389493903827,2019
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,2019 [YR2019],8905.880054974366,2019
Lebanon,LBN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2019 [YR2019],1507.5,2019
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,2019 [YR2019],51605959131.27413,2019
Jordan,JOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019 [YR2019],0.7615140472656008,2019
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2019 [YR2019],4170.114400346496,2019
Jordan,JOR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2019 [YR2019],0.71,2019
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,2019 [YR2019],44503006338.02817,2019
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019 [YR2019],9.152799593248035,2019
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,2019 [YR2019],2962.9889202300265,2019
"Egypt, Arab Rep.",EGY,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2019 [YR2019],16.77058184287632,2019
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,2019 [YR2019],318678815489.74945,2019
Syrian Arab Republic,SYR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019 [YR2019],13.41756532285707,2019
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,2019 [YR2019],1109.539260360489,2019
Syrian Arab Republic,SYR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2019 [YR2019],436.5,2019
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,2019 [YR2019],22583045060.08206,2019
Saudi Arabia,SAU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019 [YR2019],-1.192986445333199,2019
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,2019 [YR2019],29566.79338274359,2019
Saudi Arabia,SAU,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2019 [YR2019],3.75,2019
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,2019 [YR2019],888890133333.3334,2019
United Arab Emirates,ARE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019 [YR2019],-1.931081147821727,2019
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,2019 [YR2019],45938.60735819938,2019
United Arab Emirates,ARE,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2019 [YR2019],3.6725,2019
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2019 [YR2019],433926208304.96936,2019
Lebanon,LBN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020 [YR2020],84.86433304720406,2020
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,2020 [YR2020],5561.19166950397,2020
Lebanon,LBN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2020 [YR2020],1507.5,2020
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,2020 [YR2020],31712128253.796097,2020
Jordan,JOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020 [YR2020],0.3332943506283782,2020
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2020 [YR2020],4022.040135613496,2020
Jordan,JOR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2020 [YR2020],0.71,2020
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,2020 [YR2020],43700383098.59155,2020
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020 [YR2020],5.044932889775388,2020
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,2020 [YR2020],3511.1138102637947,2020
"Egypt, Arab Rep.",EGY,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2020 [YR2020],15.75917291666667,2020
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,2020 [YR2020],383817841547.0992,2020
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,2020 [YR2020],572.3552898319015,2020
Syrian Arab Republic,SYR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2020 [YR2020],877.945250896057,2020
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,2020 [YR2020],12047752036.091032,2020
Saudi Arabia,SAU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020 [YR2020],3.372349610123027,2020
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,2020 [YR2020],24338.830730106733,2020
Saudi Arabia,SAU,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2020 [YR2020],3.75,2020
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,2020 [YR2020],767951200000.0,2020
United Arab Emirates,ARE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020 [YR2020],-2.079403179409438,2020
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,2020 [YR2020],37991.74929716649,2020
United Arab Emirates,ARE,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2020 [YR2020],3.6725,2020
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2020 [YR2020],357161878829.1355,2020
Lebanon,LBN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2021 [YR2021],154.7560960233933,2021
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,2021 [YR2021],4045.3739106623375,2021
Lebanon,LBN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2021 [YR2021],1507.5,2021
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,2021 [YR2021],23131941556.784348,2021
Jordan,JOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2021 [YR2021],1.346093772431178,2021
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2021 [YR2021],4183.499983268664,2021
Jordan,JOR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2021 [YR2021],0.71,2021
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,2021 [YR2021],46296100140.84507,2021
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2021 [YR2021],5.214049405130425,2021
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,2021 [YR2021],3827.354153743081,2021
"Egypt, Arab Rep.",EGY,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2021 [YR2021],15.64452727771133,2021
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,2021 [YR2021],424671765455.7043,2021
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,2021 [YR2021],663.6142457068148,2021
Syrian Arab Republic,SYR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2021 [YR2021],1256.0,2021
