date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,baseline_usd,price_index,is_basket_item
2021-07-15,North,Tripoli,North,1705,34.44,35.83,miscellaneous food,Tomatoes (paste),317,660 G,actual,Retail,LBP,17007.0,11.3,,,False
2021-07-15,North,Tripoli,North,1705,34.44,35.83,pulses and nuts,Beans (white),66,900 G,actual,Retail,LBP,27514.0,18.28,,,False
2021-07-15,North,Tripoli,North,1705,34.44,35.83,pulses and nuts,Chickpeas,244,900 G,actual,Retail,LBP,16263.0,10.8,,,False
2021-07-15,North,Tripoli,North,1705,34.44,35.83,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,16183.0,10.75,1.565625,686.626746506986,False
2021-07-15,North,Tripoli,North,1705,34.44,35.83,vegetables and fruits,Cucumbers (greenhouse),233,KG,actual,Retail,LBP,4000.0,2.66,0.8613846153846154,308.80514377567425,False
2021-07-15,North,Zgharta,Zgharta,1709,34.4,35.9,cereals and tubers,Bread (pita),384,800 G,actual,Retail,LBP,3419.0,2.27,,,True
2021-07-15,North,Zgharta,Zgharta,1709,34.4,35.9,cereals and tubers,Wheat flour,58,900 G,actual,Retail,LBP,4302.0,2.86,,,True
2021-07-15,North,Zgharta,Zgharta,1709,34.4,35.9,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,40704.0,27.04,3.501741935483871,772.1871142472871,True
2021-07-15,North,Zgharta,Zgharta,1709,34.4,35.9,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,11453.0,7.61,1.2923497267759563,588.8498942917548,False
2021-07-15,North,Zgharta,Zgharta,1709,34.4,35.9,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,19844.0,13.18,1.4978538812785387,879.9256165594611,False
2021-07-15,North,Zgharta,Zgharta,1709,34.4,35.9,milk and dairy,Milk (powder),238,750 G,actual,Retail,LBP,80005.0,53.14,,,False
2021-07-15,North,Zgharta,Zgharta,1709,34.4,35.9,miscellaneous food,Salt,185,700 G,actual,Retail,LBP,1989.0,1.32,,,False
2021-07-15,North,Zgharta,Zgharta,1709,34.4,35.9,miscellaneous food,Sugar (white),349,5 KG,actual,Retail,LBP,46290.0,30.75,,,False
2021-07-15,North,Zgharta,Zgharta,1709,34.4,35.9,miscellaneous food,Tomatoes (paste),317,660 G,actual,Retail,LBP,16972.0,11.27,,,False
2021-07-15,North,Zgharta,Zgharta,1709,34.4,35.9,pulses and nuts,Beans (white),66,900 G,actual,Retail,LBP,28880.0,19.18,,,False
2021-07-15,North,Zgharta,Zgharta,1709,34.4,35.9,pulses and nuts,Chickpeas,244,900 G,actual,Retail,LBP,17396.0,11.55,,,False
2021-07-15,North,Zgharta,Zgharta,1709,34.4,35.9,vegetables and fruits,Cucumbers (greenhouse),233,KG,actual,Retail,LBP,5290.0,3.51,0.8613846153846154,407.48347919271293,False
2021-07-15,South,Jezzine,Jezzine,1697,33.54,35.59,cereals and tubers,Bulgur (brown),547,900 G,actual,Retail,LBP,14861.0,9.87,,,False
2021-07-15,South,Jezzine,Jezzine,1697,33.54,35.59,miscellaneous food,Salt,185,700 G,actual,Retail,LBP,4157.0,2.76,,,False
2021-07-15,South,Jezzine,Jezzine,1697,33.54,35.59,miscellaneous food,Sugar (white),349,5 KG,actual,Retail,LBP,66715.0,44.31,,,False
2021-07-15,South,Jezzine,Jezzine,1697,33.54,35.59,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,156000.0,103.62,7.084666666666666,1462.5952761833069,True
2021-07-15,South,Jezzine,Jezzine,1697,33.54,35.59,pulses and nuts,Beans (white),66,900 G,actual,Retail,LBP,40901.0,27.17,,,False
2021-07-15,South,Jezzine,Jezzine,1697,33.54,35.59,pulses and nuts,Chickpeas,244,900 G,actual,Retail,LBP,18525.0,12.3,,,False
2021-07-15,South,Jezzine,Jezzine,1697,33.54,35.59,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,37090.0,24.64,1.6529741379310345,1490.6464314584473,False
2021-07-15,South,Jezzine,Jezzine,1697,33.54,35.59,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,28148.0,18.7,1.565625,1194.4111776447105,False
2021-07-15,South,Saida,South,1704,33.56,35.38,cereals and tubers,Bread (pita),384,800 G,actual,Retail,LBP,3382.0,2.25,,,True
2021-07-15,South,Saida,South,1704,33.56,35.38,cereals and tubers,"Rice (imported, Egyptian)",316,900 G,actual,Retail,LBP,12727.0,8.45,,,True
2021-07-15,South,Saida,South,1704,33.56,35.38,cereals and tubers,Wheat flour,58,900 G,actual,Retail,LBP,5000.0,3.32,,,True
2021-07-15,South,Saida,South,1704,33.56,35.38,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,43257.0,28.73,3.501741935483871,820.4488088877426,True
2021-07-15,South,Saida,South,1704,33.56,35.38,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,10821.0,7.19,1.2923497267759563,556.3509513742072,False
2021-07-15,South,Saida,South,1704,33.56,35.38,miscellaneous food,Salt,185,700 G,actual,Retail,LBP,2487.0,1.65,,,False
2021-07-15,South,Saida,South,1704,33.56,35.38,miscellaneous food,Tomatoes (paste),317,660 G,actual,Retail,LBP,20664.0,13.73,,,False
2021-07-15,South,Saida,South,1704,33.56,35.38,pulses and nuts,Beans (white),66,900 G,actual,Retail,LBP,27930.0,18.55,,,False
2021-07-15,South,Saida,South,1704,33.56,35.38,pulses and nuts,Chickpeas,244,900 G,actual,Retail,LBP,16712.0,11.1,,,False
2021-07-15,South,Saida,South,1704,33.56,35.38,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,21924.0,14.56,1.6529741379310345,880.8365276799916,False
2021-07-15,South,Saida,South,1704,33.56,35.38,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,19036.0,12.64,1.565625,807.3453093812375,False
2021-07-15,South,Sour,Sour,1706,33.27,35.2,cereals and tubers,Bread (pita),384,800 G,actual,Retail,LBP,3473.0,2.31,,,True
2021-07-15,South,Sour,Sour,1706,33.27,35.2,cereals and tubers,Pasta (spaghetti),551,500 G,actual,Retail,LBP,8925.0,5.93,,,False
2021-07-15,South,Sour,Sour,1706,33.27,35.2,cereals and tubers,"Rice (imported, Egyptian)",316,900 G,actual,Retail,LBP,13308.0,8.84,,,True
2021-07-15,South,Sour,Sour,1706,33.27,35.2,cereals and tubers,Wheat flour,58,900 G,actual,Retail,LBP,5909.0,3.92,,,True
2021-07-15,South,Sour,Sour,1706,33.27,35.2,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,42318.0,28.11,3.501741935483871,802.7433351143211,True
2021-07-15,South,Sour,Sour,1706,33.27,35.2,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,14936.0,9.92,1.7433116883116881,569.0319216299773,False
2021-07-15,South,Sour,Sour,1706,33.27,35.2,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,11260.0,7.48,1.2923497267759563,578.7906976744187,False
2021-07-15,South,Sour,Sour,1706,33.27,35.2,"meat, fish and eggs","Meat (chicken, whole, frozen)",548,KG,actual,Retail,LBP,57500.0,38.19,3.750943396226415,1018.1438631790744,True
2021-07-15,South,Sour,Sour,1706,33.27,35.2,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,13564.0,9.01,1.4978538812785387,601.5272993323782,False
2021-07-15,South,Sour,Sour,1706,33.27,35.2,milk and dairy,Milk (powder),238,750 G,actual,Retail,LBP,88664.0,58.89,,,False
2021-07-15,South,Sour,Sour,1706,33.27,35.2,miscellaneous food,Salt,185,700 G,actual,Retail,LBP,2229.0,1.48,,,False
2021-07-15,South,Sour,Sour,1706,33.27,35.2,miscellaneous food,Sugar (white),349,5 KG,actual,Retail,LBP,65975.0,43.82,,,False
2021-07-15,South,Sour,Sour,1706,33.27,35.2,miscellaneous food,Tomatoes (paste),317,660 G,actual,Retail,LBP,13012.0,8.64,,,False
2021-07-15,South,Sour,Sour,1706,33.27,35.2,pulses and nuts,Beans (white),66,900 G,actual,Retail,LBP,28602.0,19.0,,,False
2021-07-15,South,Sour,Sour,1706,33.27,35.2,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,20343.0,13.51,1.6529741379310345,817.3146627030692,False
2021-08-15,Akkar,Akkar,Akkar,1684,34.53,36.08,cereals and tubers,Bread (pita),384,800 G,actual,Retail,LBP,3900.0,2.59,,,True
2021-08-15,Akkar,Akkar,Akkar,1684,34.53,36.08,cereals and tubers,Pasta (spaghetti),551,500 G,actual,Retail,LBP,8171.0,5.43,,,False
2021-08-15,Akkar,Akkar,Akkar,1684,34.53,36.08,cereals and tubers,"Rice (imported, Egyptian)",316,900 G,actual,Retail,LBP,11722.0,7.79,,,True
2021-08-15,Akkar,Akkar,Akkar,1684,34.53,36.08,cereals and tubers,Wheat flour,58,900 G,actual,Retail,LBP,3500.0,2.32,,,True
2021-08-15,Akkar,Akkar,Akkar,1684,34.53,36.08,"meat, fish and eggs","Fish (sardine, canned)",321,125 G,actual,Retail,LBP,9780.0,6.5,,,False
2021-08-15,Akkar,Akkar,Akkar,1684,34.53,36.08,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,17692.94,11.75,1.7433116883116881,674.0045442693784,False
2021-08-15,Akkar,Akkar,Akkar,1684,34.53,36.08,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,13241.0,8.79,1.2923497267759563,680.1564482029597,False
2021-08-15,Akkar,Akkar,Akkar,1684,34.53,36.08,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,15285.33,10.15,1.4978538812785387,677.6361918117245,False
2021-08-15,Akkar,Akkar,Akkar,1684,34.53,36.08,milk and dairy,Milk (powder),238,750 G,actual,Retail,LBP,83907.0,55.73,,,False
2021-08-15,Akkar,Akkar,Akkar,1684,34.53,36.08,miscellaneous food,Sugar (white),349,5 KG,actual,Retail,LBP,61838.0,41.07,,,False
2021-08-15,Akkar,Akkar,Akkar,1684,34.53,36.08,miscellaneous food,Tomatoes (paste),317,660 G,actual,Retail,LBP,16977.0,11.28,,,False
2021-08-15,Akkar,Akkar,Akkar,1684,34.53,36.08,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,161347.0,107.17,7.084666666666666,1512.7034911075564,True
2021-08-15,Akkar,Akkar,Akkar,1684,34.53,36.08,pulses and nuts,Chickpeas,244,900 G,actual,Retail,LBP,17967.0,11.93,,,False
2021-08-15,Akkar,Akkar,Akkar,1684,34.53,36.08,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,16842.0,11.19,1.565625,714.7305389221557,False
2021-08-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,cereals and tubers,Bread (pita),384,800 G,actual,Retail,LBP,3685.0,2.45,,,True
2021-08-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,cereals and tubers,Bulgur (brown),547,900 G,actual,Retail,LBP,14434.0,9.59,,,False
2021-08-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,cereals and tubers,"Rice (imported, Egyptian)",316,900 G,actual,Retail,LBP,14072.0,9.35,,,True
2021-08-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,cereals and tubers,Wheat flour,58,900 G,actual,Retail,LBP,9022.0,5.99,,,True
2021-08-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,42687.0,28.35,3.501741935483871,809.5970668975809,True
2021-08-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,"meat, fish and eggs","Fish (sardine, canned)",321,125 G,actual,Retail,LBP,10471.0,6.95,,,False
2021-08-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,17924.19,11.91,1.7433116883116881,683.1824784892167,False
2021-08-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,12590.0,8.36,1.2923497267759563,646.8837209302326,False
2021-08-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,milk and dairy,Milk (powder),238,750 G,actual,Retail,LBP,82011.0,54.47,,,False
2021-08-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,miscellaneous food,Sugar (white),349,5 KG,actual,Retail,LBP,69930.0,46.45,,,False
2021-08-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,miscellaneous food,Tomatoes (paste),317,660 G,actual,Retail,LBP,14703.0,9.77,,,False
2021-08-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,167859.0,111.49,7.084666666666666,1573.680248423826,True
2021-08-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,pulses and nuts,Beans (white),66,900 G,actual,Retail,LBP,30814.0,20.47,,,False
2021-08-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,pulses and nuts,Chickpeas,244,900 G,actual,Retail,LBP,21362.0,14.19,,,False
2021-08-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,22168.0,14.72,1.6529741379310345,890.5160499621894,False
2021-08-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,23211.0,15.42,1.565625,984.9101796407185,False
2021-08-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,vegetables and fruits,Cabbage,181,KG,actual,Retail,LBP,2500.0,1.66,0.504074074074074,329.3166789125643,False
2021-08-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,vegetables and fruits,Cucumbers (greenhouse),233,KG,actual,Retail,LBP,5807.0,3.86,0.8613846153846154,448.11573495267004,False
2021-08-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,cereals and tubers,Bulgur (brown),547,900 G,actual,Retail,LBP,14893.0,9.89,,,False
2021-08-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,cereals and tubers,Pasta (spaghetti),551,500 G,actual,Retail,LBP,9820.0,6.52,,,False
2021-08-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,cereals and tubers,"Rice (imported, Egyptian)",316,900 G,actual,Retail,LBP,25200.0,16.74,,,True
2021-08-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,43219.0,28.71,3.501741935483871,819.877664572471,True
2021-08-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,"meat, fish and eggs","Fish (sardine, canned)",321,125 G,actual,Retail,LBP,10763.0,7.15,,,False
2021-08-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,18010.91,11.96,1.7433116883116881,686.0505829329162,False
2021-08-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,17500.0,11.62,1.2923497267759563,899.1374207188161,False
2021-08-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,milk and dairy,Milk (powder),238,750 G,actual,Retail,LBP,95000.0,63.1,,,False
2021-08-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,miscellaneous food,Salt,185,700 G,actual,Retail,LBP,2100.0,1.39,,,False
2021-08-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,miscellaneous food,Sugar (white),349,5 KG,actual,Retail,LBP,70000.0,46.49,,,False
2021-08-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,miscellaneous food,Tomatoes (paste),317,660 G,actual,Retail,LBP,17679.0,11.74,,,False
2021-08-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,pulses and nuts,Beans (white),66,900 G,actual,Retail,LBP,18900.0,12.55,,,False
2021-08-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,15000.0,9.96,1.565625,636.1676646706587,False
2021-08-15,Beirut,Beirut,Beirut,1689,33.89,35.5,cereals and tubers,Bulgur (brown),547,900 G,actual,Retail,LBP,9427.0,6.26,,,False
2021-08-15,Beirut,Beirut,Beirut,1689,33.89,35.5,cereals and tubers,Pasta (spaghetti),551,500 G,actual,Retail,LBP,11059.0,7.35,,,False
2021-08-15,Beirut,Beirut,Beirut,1689,33.89,35.5,cereals and tubers,"Rice (imported, Egyptian)",316,900 G,actual,Retail,LBP,12637.0,8.39,,,True
2021-08-15,Beirut,Beirut,Beirut,1689,33.89,35.5,"meat, fish and eggs","Fish (sardine, canned)",321,125 G,actual,Retail,LBP,11093.0,7.37,,,False
2021-08-15,Beirut,Beirut,Beirut,1689,33.89,35.5,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,18343.91,12.18,1.7433116883116881,698.670242485194,False
2021-08-15,Beirut,Beirut,Beirut,1689,33.89,35.5,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,12487.0,8.29,1.2923497267759563,641.4672304439746,False
2021-08-15,Beirut,Beirut,Beirut,1689,33.89,35.5,milk and dairy,Milk (powder),238,750 G,actual,Retail,LBP,96141.0,63.86,,,False
2021-08-15,Beirut,Beirut,Beirut,1689,33.89,35.5,miscellaneous food,Tomatoes (paste),317,660 G,actual,Retail,LBP,14143.0,9.39,,,False
2021-08-15,Beirut,Beirut,Beirut,1689,33.89,35.5,pulses and nuts,Beans (white),66,900 G,actual,Retail,LBP,28705.0,19.07,,,False
2021-08-15,Beirut,Beirut,Beirut,1689,33.89,35.5,pulses and nuts,Chickpeas,244,900 G,actual,Retail,LBP,19500.0,12.95,,,False
2021-08-15,Beirut,Beirut,Beirut,1689,33.89,35.5,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,30844.0,20.49,1.6529741379310345,1239.5838222639443,False
2021-08-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,cereals and tubers,Bread (pita),384,800 G,actual,Retail,LBP,4279.0,2.84,,,True
2021-08-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,40589.0,26.96,3.501741935483871,769.9025369862005,True
2021-08-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,16929.81,11.24,1.7433116883116881,644.7498789436437,False
2021-08-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,14464.0,9.61,1.2923497267759563,743.6067653276956,False
2021-08-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,"meat, fish and eggs","Meat (chicken, whole, frozen)",548,KG,actual,Retail,LBP,23519.0,15.62,3.750943396226415,416.4285714285714,True
2021-08-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,12629.33,8.39,1.4978538812785387,560.1347437734354,False
2021-08-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,miscellaneous food,Salt,185,700 G,actual,Retail,LBP,2144.0,1.42,,,False
2021-08-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,miscellaneous food,Tomatoes (paste),317,660 G,actual,Retail,LBP,13200.0,8.77,,,False
2021-08-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,pulses and nuts,Beans (white),66,900 G,actual,Retail,LBP,20381.0,13.54,,,False
2021-08-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,pulses and nuts,Chickpeas,244,900 G,actual,Retail,LBP,15589.0,10.35,,,False
2021-08-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,16828.0,11.18,1.6529741379310345,676.356619468565,False
2021-08-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,13478.0,8.95,1.565625,571.6566866267465,False
2021-08-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,vegetables and fruits,Cabbage,181,KG,actual,Retail,LBP,1000.0,0.66,0.504074074074074,130.93313739897135,False
2021-08-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,cereals and tubers,Bread (pita),384,800 G,actual,Retail,LBP,3895.0,2.59,,,True
2021-08-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,cereals and tubers,Bulgur (brown),547,900 G,actual,Retail,LBP,13775.0,9.15,,,False
2021-08-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,cereals and tubers,Wheat flour,58,900 G,actual,Retail,LBP,9131.0,6.06,,,True
2021-08-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,41386.0,27.49,3.501741935483871,785.0378613408994,True
2021-08-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,15138.67,10.06,1.4978538812785387,671.6275950370393,False
2021-08-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,miscellaneous food,Salt,185,700 G,actual,Retail,LBP,2612.0,1.73,,,False
2021-08-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,miscellaneous food,Sugar (white),349,5 KG,actual,Retail,LBP,65986.0,43.83,,,False
2021-08-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,miscellaneous food,Tomatoes (paste),317,660 G,actual,Retail,LBP,17040.0,11.32,,,False
2021-08-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,157342.0,104.51,7.084666666666666,1475.157617389668,True
2021-08-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,pulses and nuts,Beans (white),66,900 G,actual,Retail,LBP,28894.0,19.19,,,False
2021-08-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,pulses and nuts,Chickpeas,244,900 G,actual,Retail,LBP,15242.0,10.12,,,False
2021-08-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,19529.0,12.97,1.6529741379310345,784.6462750006519,False
2021-08-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,14266.0,9.48,1.565625,605.5089820359282,False
2021-08-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,vegetables and fruits,Cabbage,181,KG,actual,Retail,LBP,1524.0,1.01,0.504074074074074,200.3673769287289,False
2021-08-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,vegetables and fruits,Cucumbers (greenhouse),233,KG,actual,Retail,LBP,3200.0,2.13,0.8613846153846154,247.27629933916768,False
2021-08-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,cereals and tubers,Bread (pita),384,800 G,actual,Retail,LBP,3995.0,2.65,,,True
2021-08-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,cereals and tubers,Bulgur (brown),547,900 G,actual,Retail,LBP,12189.0,8.1,,,False
2021-08-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,cereals and tubers,Pasta (spaghetti),551,500 G,actual,Retail,LBP,10396.0,6.91,,,False
2021-08-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,cereals and tubers,"Rice (imported, Egyptian)",316,900 G,actual,Retail,LBP,15506.0,10.3,,,True
2021-08-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,cereals and tubers,Wheat flour,58,900 G,actual,Retail,LBP,9527.0,6.33,,,True
2021-08-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,44725.0,29.71,3.501741935483871,848.434880336054,True
2021-08-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,"meat, fish and eggs","Fish (sardine, canned)",321,125 G,actual,Retail,LBP,9981.0,6.63,,,False
2021-08-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,18424.84,12.24,1.7433116883116881,702.1119678176333,False
2021-08-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,12859.0,8.54,1.2923497267759563,660.8118393234672,False
2021-08-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,19576.0,13.0,1.4978538812785387,867.9084230100907,False
2021-08-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,milk and dairy,Milk (powder),238,750 G,actual,Retail,LBP,92528.0,61.46,,,False
2021-08-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,miscellaneous food,Sugar (white),349,5 KG,actual,Retail,LBP,67412.0,44.78,,,False
2021-08-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,miscellaneous food,Tomatoes (paste),317,660 G,actual,Retail,LBP,19187.0,12.74,,,False
2021-08-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,154564.0,102.66,7.084666666666666,1449.04488566858,True
2021-08-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,pulses and nuts,Beans (white),66,900 G,actual,Retail,LBP,34356.0,22.82,,,False
2021-08-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,pulses and nuts,Chickpeas,244,900 G,actual,Retail,LBP,25783.0,17.13,,,False
2021-08-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,31666.0,21.03,1.6529741379310345,1272.2522099663615,False
2021-08-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,22555.0,14.98,1.565625,956.806387225549,False
2021-08-15,El Nabatieh,El Nabatiye,El Nabatieh,1702,33.38,35.48,cereals and tubers,Bread (pita),384,800 G,actual,Retail,LBP,3556.0,2.36,,,True
2021-08-15,El Nabatieh,El Nabatiye,El Nabatieh,1702,33.38,35.48,cereals and tubers,Pasta (spaghetti),551,500 G,actual,Retail,LBP,14219.0,9.44,,,False
2021-08-15,El Nabatieh,El Nabatiye,El Nabatieh,1702,33.38,35.48,cereals and tubers,"Rice (imported, Egyptian)",316,900 G,actual,Retail,LBP,15310.0,10.17,,,True
