date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,baseline_usd,price_index,is_basket_item
2018-04-15,El Nabatieh,El Nabatiye,El Nabatieh,1702,33.38,35.48,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2150.0,1.43,1.4978538812785387,95.46992653110996,False
2018-04-15,El Nabatieh,El Nabatiye,El Nabatieh,1702,33.38,35.48,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2543.0,1.69,1.565625,107.94411177644709,False
2018-04-15,El Nabatieh,Hasbaiya,Hasbaya,1694,33.4,35.69,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1917.0,1.27,1.2923497267759563,98.27061310782241,False
2018-04-15,El Nabatieh,Hasbaiya,Hasbaya,1694,33.4,35.69,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2244.0,1.49,1.4978538812785387,99.47565771423345,False
2018-04-15,El Nabatieh,Hasbaiya,Hasbaya,1694,33.4,35.69,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2813.0,1.87,1.565625,119.44111776447106,False
2018-04-15,El Nabatieh,Hasbaiya,Hasbaya,1694,33.4,35.69,vegetables and fruits,Cabbage,181,KG,actual,Retail,LBP,938.0,0.62,0.504074074074074,122.99779573842764,False
2018-04-15,El Nabatieh,Marjaayoun,Marjayoun,1700,33.36,35.59,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,4663.0,3.1,3.501741935483871,88.52736886710763,True
2018-04-15,El Nabatieh,Marjaayoun,Marjayoun,1700,33.36,35.59,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,2008.0,1.33,1.2923497267759563,102.91331923890064,False
2018-04-15,El Nabatieh,Marjaayoun,Marjayoun,1700,33.36,35.59,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2250.0,1.5,1.4978538812785387,100.14327957808737,False
2018-04-15,El Nabatieh,Marjaayoun,Marjayoun,1700,33.36,35.59,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2858.0,1.9,1.565625,121.3572854291417,False
2018-04-15,Mount Lebanon,Aley,Aley,1685,33.81,35.6,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,4619.0,3.07,3.501741935483871,87.67065239420012,True
2018-04-15,Mount Lebanon,Aley,Aley,1685,33.81,35.6,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,3350.0,2.23,1.7433116883116881,127.91745818899692,False
2018-04-15,Mount Lebanon,Aley,Aley,1685,33.81,35.6,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1690.0,1.12,1.2923497267759563,86.66384778012686,False
2018-04-15,Mount Lebanon,Aley,Aley,1685,33.81,35.6,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2250.0,1.5,1.4978538812785387,100.14327957808737,False
2018-04-15,Mount Lebanon,Aley,Aley,1685,33.81,35.6,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,11000.0,7.31,7.084666666666666,103.18057777359554,True
2018-04-15,Mount Lebanon,Aley,Aley,1685,33.81,35.6,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2659.0,1.77,1.565625,113.05389221556885,False
2018-04-15,Mount Lebanon,Aley,Aley,1685,33.81,35.6,vegetables and fruits,Cucumbers (greenhouse),233,KG,actual,Retail,LBP,1684.0,1.12,0.8613846153846154,130.02321843186283,False
2018-04-15,Mount Lebanon,Baabda,Baabda,1686,33.83,35.54,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,5208.0,3.46,3.501741935483871,98.80796654199754,True
2018-04-15,Mount Lebanon,Baabda,Baabda,1686,33.83,35.54,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,3200.0,2.13,1.7433116883116881,122.18124930159794,False
2018-04-15,Mount Lebanon,Baabda,Baabda,1686,33.83,35.54,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2250.0,1.5,1.4978538812785387,100.14327957808737,False
2018-04-15,Mount Lebanon,Baabda,Baabda,1686,33.83,35.54,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,10490.0,6.97,7.084666666666666,98.38148113296322,True
2018-04-15,Mount Lebanon,Baabda,Baabda,1686,33.83,35.54,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,2679.0,1.78,1.6529741379310345,107.68468538944953,False
2018-04-15,Mount Lebanon,Baabda,Baabda,1686,33.83,35.54,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2548.0,1.69,1.565625,107.94411177644709,False
2018-04-15,Mount Lebanon,Chouf,Chouf,1692,33.65,35.59,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,4717.0,3.13,3.501741935483871,89.3840853400151,True
2018-04-15,Mount Lebanon,Chouf,Chouf,1692,33.65,35.59,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,9950.0,6.61,7.084666666666666,93.30008468994073,True
2018-04-15,Mount Lebanon,Chouf,Chouf,1692,33.65,35.59,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,2550.0,1.69,1.6529741379310345,102.23995410571331,False
2018-04-15,Mount Lebanon,Chouf,Chouf,1692,33.65,35.59,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2395.0,1.59,1.565625,101.55688622754491,False
2018-04-15,Mount Lebanon,El Meten,El Metn,1693,33.92,35.72,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,5096.0,3.39,3.501741935483871,96.80896143854673,True
2018-04-15,Mount Lebanon,El Meten,El Metn,1693,33.92,35.72,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1917.0,1.27,1.2923497267759563,98.27061310782241,False
2018-04-15,Mount Lebanon,El Meten,El Metn,1693,33.92,35.72,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2250.0,1.5,1.4978538812785387,100.14327957808737,False
2018-04-15,Mount Lebanon,El Meten,El Metn,1693,33.92,35.72,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,2880.0,1.91,1.6529741379310345,115.54929724373515,False
2018-04-15,Mount Lebanon,El Meten,El Metn,1693,33.92,35.72,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2903.0,1.93,1.565625,123.27345309381236,False
2018-04-15,Mount Lebanon,Jbeil,Jbeil,1696,34.12,35.65,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,2576.0,1.71,1.7433116883116881,98.0891719745223,False
2018-04-15,Mount Lebanon,Jbeil,Jbeil,1696,34.12,35.65,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,2545.0,1.69,1.6529741379310345,102.23995410571331,False
2018-04-15,Mount Lebanon,Jbeil,Jbeil,1696,34.12,35.65,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2788.0,1.85,1.565625,118.16367265469061,False
2018-04-15,Mount Lebanon,Kasrouane,Kesrwane,1698,33.97,35.61,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,2512.0,1.67,1.7433116883116881,95.79468841956272,False
2018-04-15,Mount Lebanon,Kasrouane,Kesrwane,1698,33.97,35.61,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1875.0,1.25,1.2923497267759563,96.723044397463,False
2018-04-15,Mount Lebanon,Kasrouane,Kesrwane,1698,33.97,35.61,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,3775.0,2.51,1.6529741379310345,151.84750580197658,False
2018-04-15,Mount Lebanon,Kasrouane,Kesrwane,1698,33.97,35.61,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,3250.0,2.16,1.565625,137.96407185628743,False
2018-04-15,North,Bcharre,Bechare,1691,34.25,36.01,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,2625.0,1.74,1.2923497267759563,134.6384778012685,False
2018-04-15,North,Bcharre,Bechare,1691,34.25,36.01,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2000.0,1.33,1.4978538812785387,88.79370789257082,False
2018-04-15,North,Bcharre,Bechare,1691,34.25,36.01,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,3500.0,2.33,1.6529741379310345,140.95804323450415,False
2018-04-15,North,El Batroun,Batroun,1688,34.25,35.67,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,6000.0,3.99,3.501741935483871,113.9432908966966,True
2018-04-15,North,El Batroun,Batroun,1688,34.25,35.67,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,2500.0,1.66,1.7433116883116881,95.22106753082281,False
2018-04-15,North,El Batroun,Batroun,1688,34.25,35.67,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1827.0,1.21,1.2923497267759563,93.62790697674419,False
2018-04-15,North,El Batroun,Batroun,1688,34.25,35.67,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2250.0,1.5,1.4978538812785387,100.14327957808737,False
2018-04-15,North,El Batroun,Batroun,1688,34.25,35.67,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,2908.0,1.93,1.6529741379310345,116.75923752900988,False
2018-04-15,North,El Batroun,Batroun,1688,34.25,35.67,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2617.0,1.74,1.565625,111.13772455089821,False
2018-04-15,North,El Koura,Koura,1699,34.31,35.81,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,2453.0,1.63,1.7433116883116881,93.50020486460312,False
2018-04-15,North,El Koura,Koura,1699,34.31,35.81,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2195.0,1.46,1.4978538812785387,97.47279212267172,False
2018-04-15,North,El Koura,Koura,1699,34.31,35.81,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,2694.0,1.79,1.6529741379310345,108.2896555320869,False
2018-04-15,North,El Koura,Koura,1699,34.31,35.81,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2750.0,1.83,1.565625,116.88622754491018,False
2018-04-15,North,El Minieh-Danieh,Minieh-Dannieh,1701,34.38,36.07,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2250.0,1.5,1.4978538812785387,100.14327957808737,False
2018-04-15,North,El Minieh-Danieh,Minieh-Dannieh,1701,34.38,36.07,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,3080.0,2.05,1.6529741379310345,124.01887924065815,False
2018-04-15,North,El Minieh-Danieh,Minieh-Dannieh,1701,34.38,36.07,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2436.0,1.62,1.565625,103.47305389221557,False
2018-04-15,North,El Minieh-Danieh,Minieh-Dannieh,1701,34.38,36.07,vegetables and fruits,Cabbage,181,KG,actual,Retail,LBP,1000.0,0.66,0.504074074074074,130.93313739897135,False
2018-04-15,North,El Minieh-Danieh,Minieh-Dannieh,1701,34.38,36.07,vegetables and fruits,Cucumbers (greenhouse),233,KG,actual,Retail,LBP,1235.0,0.82,0.8613846153846154,95.19557063761384,False
2018-04-15,North,Tripoli,North,1705,34.44,35.83,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,4751.0,3.16,3.501741935483871,90.24080181292261,True
2018-04-15,North,Tripoli,North,1705,34.44,35.83,"meat, fish and eggs","Meat (chicken, whole, frozen)",548,KG,actual,Retail,LBP,4590.0,3.05,3.750943396226415,81.31287726358148,True
2018-04-15,North,Tripoli,North,1705,34.44,35.83,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2250.0,1.5,1.4978538812785387,100.14327957808737,False
2018-04-15,North,Tripoli,North,1705,34.44,35.83,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,2722.0,1.81,1.6529741379310345,109.4995958173616,False
2018-04-15,North,Tripoli,North,1705,34.44,35.83,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2717.0,1.81,1.565625,115.60878243512973,False
2018-04-15,North,Tripoli,North,1705,34.44,35.83,vegetables and fruits,Cucumbers (greenhouse),233,KG,actual,Retail,LBP,1119.0,0.74,0.8613846153846154,85.9081978924808,False
2018-04-15,North,Zgharta,Zgharta,1709,34.4,35.9,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,4874.0,3.24,3.501741935483871,92.52537907400927,True
2018-04-15,North,Zgharta,Zgharta,1709,34.4,35.9,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1938.0,1.29,1.2923497267759563,99.81818181818181,False
2018-04-15,North,Zgharta,Zgharta,1709,34.4,35.9,"meat, fish and eggs","Meat (chicken, whole, frozen)",548,KG,actual,Retail,LBP,5357.0,3.56,3.750943396226415,94.90945674044265,True
2018-04-15,North,Zgharta,Zgharta,1709,34.4,35.9,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,2771.0,1.84,1.6529741379310345,111.31450624527368,False
2018-04-15,North,Zgharta,Zgharta,1709,34.4,35.9,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2000.0,1.33,1.565625,84.9500998003992,False
2018-04-15,North,Zgharta,Zgharta,1709,34.4,35.9,vegetables and fruits,Cucumbers (greenhouse),233,KG,actual,Retail,LBP,1250.0,0.83,0.8613846153846154,96.35649223075549,False
2018-04-15,South,Jezzine,Jezzine,1697,33.54,35.59,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,2227.0,1.48,1.2923497267759563,114.5200845665962,False
2018-04-15,South,Jezzine,Jezzine,1697,33.54,35.59,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,3750.0,2.49,1.565625,159.04191616766468,False
2018-04-15,South,Saida,South,1704,33.56,35.38,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,4743.0,3.15,3.501741935483871,89.95522965528677,True
2018-04-15,South,Saida,South,1704,33.56,35.38,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1917.0,1.27,1.2923497267759563,98.27061310782241,False
2018-04-15,South,Saida,South,1704,33.56,35.38,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2250.0,1.5,1.4978538812785387,100.14327957808737,False
2018-04-15,South,Saida,South,1704,33.56,35.38,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,2989.0,1.99,1.6529741379310345,120.38905838483403,False
2018-04-15,South,Saida,South,1704,33.56,35.38,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2397.0,1.59,1.565625,101.55688622754491,False
2018-04-15,South,Saida,South,1704,33.56,35.38,vegetables and fruits,Cucumbers (greenhouse),233,KG,actual,Retail,LBP,1250.0,0.83,0.8613846153846154,96.35649223075549,False
2018-04-15,South,Sour,Sour,1706,33.27,35.2,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,4574.0,3.04,3.501741935483871,86.81393592129263,True
2018-04-15,South,Sour,Sour,1706,33.27,35.2,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,2750.0,1.83,1.7433116883116881,104.97262263940105,False
2018-04-15,South,Sour,Sour,1706,33.27,35.2,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1946.0,1.29,1.2923497267759563,99.81818181818181,False
2018-04-15,South,Sour,Sour,1706,33.27,35.2,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2250.0,1.5,1.4978538812785387,100.14327957808737,False
2018-04-15,South,Sour,Sour,1706,33.27,35.2,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,3000.0,1.99,1.6529741379310345,120.38905838483403,False
2018-05-15,Akkar,Akkar,Akkar,1684,34.53,36.08,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,2625.0,1.74,1.7433116883116881,99.81003464074199,False
2018-05-15,Akkar,Akkar,Akkar,1684,34.53,36.08,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1813.0,1.2,1.2923497267759563,92.85412262156449,False
2018-05-15,Akkar,Akkar,Akkar,1684,34.53,36.08,"meat, fish and eggs","Meat (chicken, whole, frozen)",548,KG,actual,Retail,LBP,5459.0,3.62,3.750943396226415,96.50905432595573,True
2018-05-15,Akkar,Akkar,Akkar,1684,34.53,36.08,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,11250.0,7.46,7.084666666666666,105.2978262915216,True
2018-05-15,Akkar,Akkar,Akkar,1684,34.53,36.08,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2416.0,1.6,1.565625,102.19560878243514,False
2018-05-15,Akkar,Akkar,Akkar,1684,34.53,36.08,vegetables and fruits,Cabbage,181,KG,actual,Retail,LBP,500.0,0.33,0.504074074074074,65.46656869948568,False
2018-05-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,3999.0,2.65,3.501741935483871,75.67662177349523,True
2018-05-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,3700.0,2.45,1.7433116883116881,140.53711774127467,False
2018-05-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2250.0,1.49,1.4978538812785387,99.47565771423345,False
2018-05-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,10250.0,6.79,7.084666666666666,95.84078291145197,True
2018-05-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2696.0,1.79,1.565625,114.3313373253493,False
2018-05-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34.0,36.21,vegetables and fruits,Cucumbers (greenhouse),233,KG,actual,Retail,LBP,1338.0,0.89,0.8613846153846154,103.32202178960527,False
2018-05-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1750.0,1.16,1.2923497267759563,89.75898520084567,False
2018-05-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2250.0,1.49,1.4978538812785387,99.47565771423345,False
2018-05-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,2563.0,1.7,1.6529741379310345,102.84492424835068,False
2018-05-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2650.0,1.76,1.565625,112.41516966067864,False
2018-05-15,Beirut,Beirut,Beirut,1689,33.89,35.5,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,2790.0,1.85,1.7433116883116881,106.11986441688086,False
2018-05-15,Beirut,Beirut,Beirut,1689,33.89,35.5,"meat, fish and eggs","Meat (chicken, whole, frozen)",548,KG,actual,Retail,LBP,5357.0,3.55,3.750943396226415,94.64285714285714,True
2018-05-15,Beirut,Beirut,Beirut,1689,33.89,35.5,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2134.0,1.41,1.4978538812785387,94.13468280340213,False
2018-05-15,Beirut,Beirut,Beirut,1689,33.89,35.5,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,2500.0,1.66,1.6529741379310345,100.42504367780123,False
2018-05-15,Beirut,Beirut,Beirut,1689,33.89,35.5,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2650.0,1.76,1.565625,112.41516966067864,False
2018-05-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,2540.0,1.68,1.7433116883116881,96.36830930830261,False
2018-05-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2250.0,1.49,1.4978538812785387,99.47565771423345,False
2018-05-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,3100.0,2.05,1.6529741379310345,124.01887924065815,False
2018-05-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,vegetables and fruits,Cabbage,181,KG,actual,Retail,LBP,875.0,0.58,0.504074074074074,115.06245407788391,False
2018-05-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,vegetables and fruits,Cucumbers (greenhouse),233,KG,actual,Retail,LBP,1335.0,0.88,0.8613846153846154,102.16110019646365,False
2018-05-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,4950.0,3.28,3.501741935483871,93.66766770455257,True
2018-05-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,3800.0,2.52,1.7433116883116881,144.5524639624539,False
2018-05-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1917.0,1.27,1.2923497267759563,98.27061310782241,False
2018-05-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2250.0,1.49,1.4978538812785387,99.47565771423345,False
2018-05-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,10970.0,7.27,7.084666666666666,102.61597816881529,True
2018-05-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,3063.0,2.03,1.6529741379310345,122.80893895538343,False
2018-05-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,3044.0,2.02,1.565625,129.02195608782435,False
2018-05-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,vegetables and fruits,Cabbage,181,KG,actual,Retail,LBP,750.0,0.5,0.504074074074074,99.19177075679649,False
2018-05-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,vegetables and fruits,Cucumbers (greenhouse),233,KG,actual,Retail,LBP,1080.0,0.72,0.8613846153846154,83.58635470619753,False
2018-05-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,5421.0,3.59,3.501741935483871,102.52040459126333,True
2018-05-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,2500.0,1.66,1.7433116883116881,95.22106753082281,False
2018-05-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1917.0,1.27,1.2923497267759563,98.27061310782241,False
2018-05-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2250.0,1.49,1.4978538812785387,99.47565771423345,False
2018-05-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,10495.0,6.95,7.084666666666666,98.09918133057309,True
2018-05-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,3125.0,2.07,1.6529741379310345,125.22881952593285,False
2018-05-15,El Nabatieh,Bint Jubail,Bint Jbeil,1690,33.12,35.43,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2625.0,1.74,1.565625,111.13772455089821,False
2018-05-15,El Nabatieh,El Nabatiye,El Nabatieh,1702,33.38,35.48,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,5028.0,3.33,3.501741935483871,95.09552849273173,True
2018-05-15,El Nabatieh,El Nabatiye,El Nabatieh,1702,33.38,35.48,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,3285.0,2.18,1.7433116883116881,125.04935374529744,False
2018-05-15,El Nabatieh,El Nabatiye,El Nabatieh,1702,33.38,35.48,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,2149.0,1.42,1.2923497267759563,109.87737843551797,False
2018-05-15,El Nabatieh,El Nabatiye,El Nabatieh,1702,33.38,35.48,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2571.0,1.7,1.565625,108.58283433133732,False
2018-05-15,El Nabatieh,Hasbaiya,Hasbaya,1694,33.4,35.69,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2250.0,1.49,1.4978538812785387,99.47565771423345,False
2018-05-15,El Nabatieh,Hasbaiya,Hasbaya,1694,33.4,35.69,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2813.0,1.86,1.565625,118.80239520958085,False
2018-05-15,El Nabatieh,Marjaayoun,Marjayoun,1700,33.36,35.59,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,3750.0,2.49,1.7433116883116881,142.83160129623425,False
2018-05-15,El Nabatieh,Marjaayoun,Marjayoun,1700,33.36,35.59,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,2008.0,1.33,1.2923497267759563,102.91331923890064,False
2018-05-15,El Nabatieh,Marjaayoun,Marjayoun,1700,33.36,35.59,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,3363.0,2.23,1.6529741379310345,134.9083418081306,False
2018-05-15,El Nabatieh,Marjaayoun,Marjayoun,1700,33.36,35.59,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2846.0,1.89,1.565625,120.71856287425149,False
2018-05-15,Mount Lebanon,Aley,Aley,1685,33.81,35.6,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,2750.0,1.82,1.7433116883116881,104.39900175066117,False
2018-05-15,Mount Lebanon,Aley,Aley,1685,33.81,35.6,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2250.0,1.49,1.4978538812785387,99.47565771423345,False
2018-05-15,Mount Lebanon,Aley,Aley,1685,33.81,35.6,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,11000.0,7.29,7.084666666666666,102.89827797120543,True
2018-05-15,Mount Lebanon,Aley,Aley,1685,33.81,35.6,pulses and nuts,Lentils (green),549,KG,actual,Retail,LBP,2833.0,1.88,1.6529741379310345,113.73438681582309,False
2018-05-15,Mount Lebanon,Aley,Aley,1685,33.81,35.6,pulses and nuts,Lentils (red),550,KG,actual,Retail,LBP,2717.0,1.8,1.565625,114.97005988023952,False
2018-05-15,Mount Lebanon,Aley,Aley,1685,33.81,35.6,vegetables and fruits,Cucumbers (greenhouse),233,KG,actual,Retail,LBP,1703.0,1.13,0.8613846153846154,131.18414002500444,False
2018-05-15,Mount Lebanon,Baabda,Baabda,1686,33.83,35.54,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,4991.0,3.31,3.501741935483871,94.52438417746008,True
2018-05-15,Mount Lebanon,Baabda,Baabda,1686,33.83,35.54,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,3179.0,2.11,1.7433116883116881,121.03400752411815,False
